2885,-1247,1039|413,-177,151|-27,12,-10
1593,2580,-1214|224,368,-176|-10,-25,12
-446,-1930,-1797|-68,-278,-259|4,20,21
642,2024,1663|92,292,242|-10,-17,-14
1097,-2987,1234|157,-424,177|-10,28,-5
-2374,-1019,1757|-335,-145,250|23,10,-17
-712,1767,1196|-101,251,170|2,-18,-15
-1122,1692,-1744|-164,246,-247|10,-19,21
-1846,942,-2533|-260,137,-358|18,-8,22
-1690,2012,785|-242,290,113|19,-24,-15
1638,-2984,539|235,-426,81|-16,26,-8
-2618,-1700,1297|-374,-247,185|29,15,-13
2933,153,982|419,13,142|-29,2,-8
2567,1801,491|366,257,73|-27,-16,-7
1783,-924,1676|254,-134,239|-16,13,-18
2029,-1462,-1914|283,-205,-274|-24,13,19
1217,-1225,-2739|177,-180,-391|-12,11,25
-2157,-342,1702|-309,-51,245|22,3,-17
-2605,-432,628|-372,-61,87|28,4,-6
160,698,-2721|22,99,-386|-1,-6,19
895,2760,1095|127,397,157|-9,-29,-7
-1993,-1733,-409|-284,-248,-60|23,24,3
948,904,3052|133,124,434|-14,-14,-26
3186,-1032,-896|453,-148,-126|-30,9,10
-931,3471,56|-133,496,10|5,-34,-2
3270,-206,-851|458,-27,-118|-30,0,8
1531,-2061,1996|215,-296,283|-10,17,-19
316,-1984,1728|46,-288,242|-3,24,-17
-254,-748,-2958|-36,-109,-422|3,6,33
132,-1586,-2317|22,-223,-326|1,18,18
2073,-1463,-1932|294,-206,-278|-18,17,17
-1089,-45,2877|-157,-5,412|11,-1,-32
-410,2889,1122|-61,415,166|0,-23,-13
654,-1230,-2552|93,-174,-365|-9,16,29
-2106,-1937,768|-295,-275,109|18,18,-3
2929,-725,-238|414,-104,-39|-26,7,1
840,-2609,-1590|120,-372,-227|-8,24,18
822,-2523,1355|118,-357,187|-11,29,-9
1470,503,-2578|211,69,-370|-16,-10,27
1786,121,1675|259,18,240|-14,-1,-16
3009,198,1286|431,27,183|-30,-2,-8
1298,-2606,-100|185,-378,-14|-10,27,-1
906,536,2696|132,79,379|-9,-5,-32
3302,481,743|473,63,102|-35,-5,-7
175,-2676,1265|25,-381,184|-1,22,-13
-1819,196,2632|-260,31,377|16,-8,-26
2983,-1160,-333|426,-170,-50|-32,12,6
-15,2565,99|-7,367,14|-1,-29,-5
661,-2416,1867|94,-345,268|-7,16,-18
77,39,3045|13,4,435|4,5,-34
820,-2014,843|117,-287,123|-4,18,-8
-2569,-1447,-432|-366,-210,-60|25,13,4
2156,-1773,-510|305,-257,-73|-19,16,0
-2188,939,-1|-312,135,-1|23,-7,1
-2478,1649,1401|-354,237,193|26,-18,-13
-2228,2035,69|-313,290,5|25,-24,5
-1167,2674,33|-163,380,2|10,-26,7
-2810,737,-14|-401,103,-4|30,-7,-5
-2518,-1475,1125|-353,-211,160|25,16,-14
2866,-596,-822|407,-89,-119|-28,5,5
66,1045,2622|11,146,370|-1,-10,-28
-1326,1976,2227|-189,284,320|13,-19,-19
199,-2682,-889|25,-382,-127|1,23,7
-1703,293,-2055|-244,43,-290|19,-2,23
-1725,984,2303|-247,140,329|18,-9,-21
-2376,539,-2230|-339,73,-317|25,-6,22
-1178,-534,-2732|-171,-76,-390|13,3,29
-1745,-2288,426|-252,-327,60|12,24,0
-2811,-1675,538|-402,-238,81|30,19,-5
-948,-775,3082|-135,-110,441|9,13,-30
549,1427,-2381|76,203,-346|-5,-15,20
-210,2385,-1528|-27,340,-212|-1,-23,16
3012,1221,-262|431,179,-36|-23,-12,3
2163,2316,561|313,329,80|-16,-25,-9
1858,1047,-2395|265,150,-344|-17,-15,24
-1322,-391,-2833|-189,-53,-409|16,6,24
-975,-2214,-2230|-133,-318,-318|9,17,21
-1172,2355,1378|-170,338,198|14,-32,-18
1778,874,-1604|256,126,-227|-21,-8,19
1579,811,2590|219,116,374|-15,-12,-21
-1518,-2441,1048|-216,-348,152|9,23,-10
2204,1505,1740|315,215,250|-20,-13,-16
-1723,-2674,890|-246,-385,127|13,27,-7
-806,1341,1967|-114,197,283|11,-17,-18
466,19,3093|66,2,440|-9,0,-30
-710,-2201,-2248|-101,-317,-323|8,24,18
3052,-96,123|436,-11,17|-26,-4,3
2058,535,1117|296,75,164|-21,-4,-11
2233,1477,1314|311,213,186|-23,-8,-17
2060,-63,2115|290,-12,299|-19,-3,-14
-503,2332,-1873|-79,335,-272|6,-28,20
2393,-340,-1098|344,-48,-153|-21,3,10
-2547,1377,1267|-364,200,182|28,-15,-14
-1034,2302,-1172|-149,332,-161|12,-22,13
-2776,-104,-523|-399,-16,-73|29,0,1
1771,1362,-2101|250,192,-299|-20,-7,21
2975,-496,-1298|420,-73,-184|-34,7,8
-750,-2930,895|-105,-420,127|4,27,-8
2358,-515,2215|332,-79,316|-21,1,-20
1896,1218,-1722|266,171,-248|-18,-17,22
-2787,-585,-1023|-403,-86,-149|20,1,6
1006,-2944,-75|145,-420,-9|-10,28,2
2223,-2611,211|316,-373,28|-22,24,4
-3237,622,-127|-460,88,-21|32,-4,0
2468,940,809|352,133,114|-23,-7,-14
745,2723,-1771|104,387,-253|-7,-27,11
3079,954,-475|441,134,-65|-32,-9,6
2898,-724,1296|415,-103,188|-28,12,-17
-1534,-2251,2106|-219,-323,300|18,24,-22
1118,-1993,2096|164,-284,297|-10,21,-23
-980,2460,-919|-138,353,-127|7,-21,9
-1579,837,-3110|-225,114,-444|14,-8,27
1206,-2091,1026|172,-296,143|-10,18,-8
3433,-601,-719|487,-87,-104|-35,8,7
725,-490,2434|98,-68,345|0,4,-22
366,3042,837|48,428,120|-1,-28,-6
-1110,-981,-2006|-165,-135,-286|11,9,18
-1837,-666,-2584|-266,-94,-369|13,5,24
-1223,-2493,1004|-174,-359,141|13,22,-9
-282,-1529,2340|-40,-217,339|3,17,-23
-1740,-2697,-232|-248,-384,-27|13,25,2
-489,2888,-479|-67,413,-69|5,-28,5
2864,-1237,-1254|414,-176,-181|-28,12,10
-1263,-861,2591|-177,-124,376|11,7,-25
1578,-1602,2035|227,-228,288|-12,20,-22
1470,-2535,214|213,-361,27|-10,25,1
-779,2562,764|-112,365,108|9,-20,-7
2406,-243,2005|346,-31,286|-23,2,-20
1682,382,1836|246,57,265|-16,-3,-16
558,-2913,351|77,-416,47|-1,31,-4
2737,-217,1442|395,-31,205|-25,2,-11
2643,903,1168|382,131,166|-28,-9,-9
-1097,-1662,-1197|-157,-232,-176|6,10,8
2154,-1785,-1040|305,-253,-148|-21,16,11
-1577,-502,2281|-223,-76,323|18,5,-23
150,-2685,531|24,-383,76|-5,29,1
1830,-2571,319|261,-367,44|-19,26,-4
631,2434,-302|88,349,-46|-2,-24,0
-1816,-2338,-1168|-262,-334,-165|17,18,13
-1291,-189,-2567|-183,-27,-366|12,7,27
2577,1399,469|368,197,68|-23,-7,0
-281,3177,325|-36,453,46|2,-33,-3
-1386,-353,2531|-204,-48,368|15,7,-20
700,2432,-1803|100,347,-257|-10,-27,21
-1191,-2167,318|-172,-311,46|4,21,1
1235,1073,2522|178,158,361|-12,-13,-26
3009,-18,-1884|425,-3,-269|-29,-1,20
1775,-1388,-1149|253,-204,-164|-15,13,11
-2724,644,37|-388,92,6|27,-2,7
652,1410,2373|91,204,334|-9,-20,-21
-680,-2082,2558|-97,-299,363|11,16,-25
-2404,-1258,1398|-344,-180,201|27,13,-12
-2003,440,1820|-290,62,264|18,-3,-20
2337,-947,-1272|333,-137,-184|-23,9,11
1364,-2612,-1713|200,-372,-246|-14,29,22
795,-2582,895|115,-362,129|-11,22,-1
-517,984,-2530|-77,135,-357|8,-3,25
-668,-2394,992|-95,-340,141|7,20,-11
-744,1390,-1984|-107,203,-288|2,-15,23
3337,-1467,-429|471,-209,-63|-33,15,13
-585,2326,1872|-79,332,269|1,-22,-19
2001,-1110,1636|288,-153,229|-15,9,-12
-682,1455,-2671|-101,207,-379|6,-19,27
-1068,-2223,-1617|-146,-313,-232|11,20,17
6,-794,-2839|1,-117,-402|0,10,22
-1163,2809,-121|-168,402,-18|11,-31,1
-1962,2406,724|-283,341,101|16,-23,-3
508,-3140,633|72,-449,92|-4,26,-6
1008,-2458,1931|145,-351,273|-10,23,-20
-1239,-283,-2424|-172,-44,-347|12,-3,22
391,-2979,-414|53,-426,-58|-9,28,4
2090,-394,-1342|301,-58,-192|-22,3,16
1999,1243,-1580|286,180,-224|-17,-11,15
-216,-1168,3369|-27,-165,484|7,9,-38
1742,-1711,1487|246,-249,208|-13,14,-14
-2451,-229,314|-350,-34,46|20,2,-4
305,-2475,1423|44,-355,202|-4,24,-15
-3194,-544,371|-453,-77,53|33,8,1
894,-1024,2681|127,-146,377|-8,13,-25
-1218,642,2875|-170,91,409|10,-6,-27
217,2300,576|30,326,79|-5,-23,-5
1685,2321,494|240,329,68|-16,-25,1
1194,1893,-2627|170,273,-380|-11,-18,26
3427,-161,-785|490,-20,-110|-28,1,4
-1457,-2725,663|-212,-389,92|15,26,-5
-623,-2456,-677|-89,-353,-97|6,24,6
-2003,262,-1900|-291,36,-275|15,-2,23
2152,-1487,-889|307,-213,-127|-24,14,10
2596,-1310,-825|370,-183,-114|-22,12,11
-1268,2212,1195|-185,313,170|6,-21,-11
-550,2547,-736|-78,363,-105|2,-27,9
-1114,333,-2308|-166,46,-327|11,-4,23
-1573,1832,-401|-224,264,-59|13,-17,7
1133,868,-2422|163,130,-345|-12,-10,24
1594,2314,-923|225,329,-131|-13,-23,7
438,2775,-25|64,398,-1|1,-27,2
313,-2694,-317|45,-383,-47|-1,27,3
1577,-786,-2102|229,-113,-305|-11,4,23
-2823,-794,-278|-407,-115,-34|29,8,3
-719,-1430,2220|-103,-205,318|9,14,-17
-315,2344,2368|-41,332,334|4,-21,-24
1641,1093,-2327|229,159,-331|-19,-9,20
-948,-825,2651|-134,-112,379|8,9,-27
271,-758,-2783|40,-108,-392|-2,3,28
2603,-270,-1799|371,-37,-260|-26,2,20
1294,3159,-110|184,450,-12|-10,-31,-2
-20,3020,548|1,426,75|-2,-26,-4
560,1186,-2831|76,172,-409|-4,-14,26
-2338,915,2315|-333,128,330|27,-9,-20
-1694,-2185,-728|-239,-314,-104|17,19,9
2313,272,1427|324,38,206|-25,-3,-15
411,2384,918|60,335,129|-9,-23,-10
2342,933,-1901|335,134,-271|-22,-10,27
2206,498,-921|313,75,-131|-23,-8,9
-1438,-2211,1044|-204,-313,142|15,25,-8
-631,-2348,956|-87,-338,139|6,33,-12
-1194,-2558,-576|-172,-366,-77|10,29,2
1204,-3261,-154|176,-465,-25|-12,34,1
1022,-2003,-2357|146,-283,-337|-18,17,25
369,-43,-3329|46,-1,-477|1,0,33
734,-2281,1529|103,-327,217|-10,22,-16
1929,-2250,577|278,-320,80|-17,27,-8
2462,788,-1145|352,110,-158|-21,-7,12
-2112,1442,1144|-301,206,159|23,-14,-8
-536,262,2755|-78,38,393|5,1,-23
2621,-94,-1415|374,-11,-204|-27,0,10
-775,391,2918|-110,55,413|4,-2,-27
2716,392,1401|387,53,204|-33,-2,-14
-2469,747,1452|-346,106,205|29,-8,-17
-39,-451,-2707|-4,-72,-388|3,3,21
-347,2381,-1062|-51,341,-144|3,-25,11
-347,338,2665|-54,52,377|-1,-3,-23
1079,1614,1775|158,229,249|-11,-16,-15
1087,-2561,-354|155,-364,-50|-11,28,3
2108,-579,-1619|298,-81,-228|-22,4,19
939,-1919,-1931|134,-274,-268|-12,21,18
876,-422,2874|125,-60,405|-9,4,-26
1336,-2226,30|189,-323,4|-20,22,-2
112,2882,1381|16,411,196|1,-21,-8
-2344,-1273,-1683|-337,-187,-247|17,14,16
-1653,791,-1953|-235,113,-281|17,-15,20
-1611,1089,-1658|-230,155,-233|22,-10,20
1997,-806,2740|284,-119,391|-17,8,-25
938,725,2467|133,105,354|-15,-10,-27
-322,2612,-813|-45,374,-115|3,-21,10
-361,3022,628|-53,435,88|5,-29,-3
1247,3103,119|184,447,22|-14,-31,6
805,2161,-1401|115,307,-200|-7,-20,17
1346,-670,-2502|196,-100,-358|-11,5,25
-3002,-1297,-584|-433,-187,-88|31,15,5
-1818,-2086,-236|-261,-299,-29|14,21,4
-2404,-4,1476|-341,4,208|18,6,-18
714,-641,2405|102,-89,342|-7,7,-26
-1841,-1778,1081|-266,-255,158|16,18,-11
-1468,-2708,-1426|-206,-386,-203|16,24,14
1190,-400,-2780|170,-56,-397|-8,4,27
1169,358,-3175|169,54,-448|-12,-4,27
1242,1422,2719|176,200,387|-14,-14,-27
-971,2621,-632|-136,380,-94|9,-25,9
-568,-1638,2455|-82,-235,347|6,10,-28
449,2705,-1749|64,390,-250|-4,-26,22
1935,-1854,-1853|273,-266,-264|-21,16,16
-733,-1101,-2582|-104,-154,-361|8,10,27
2409,897,-1330|343,133,-189|-30,-8,11
2572,-1490,55|370,-211,11|-21,16,4
-2652,1556,-311|-379,225,-47|28,-15,1
-366,-3076,62|-50,-439,10|1,29,-1
1091,-852,2463|155,-122,356|-6,7,-27
2155,-1659,-1501|307,-237,-212|-23,17,17
-2627,-1109,-35|-379,-159,-2|26,14,2
1097,1981,1025|156,279,150|-11,-19,-13
-858,-2848,352|-121,-405,50|3,30,0
1971,-1579,-88|283,-225,-13|-20,19,-3
-2270,-1167,1002|-321,-170,137|17,6,-10
-1122,-2278,1688|-160,-327,236|11,28,-16
-2056,-2050,708|-295,-292,96|21,19,-7
-1732,1237,1528|-250,172,221|18,-15,-13
1,2845,383|0,407,51|-3,-26,5
-725,2529,1838|-102,362,267|11,-28,-16
-163,1266,-2778|-29,175,-399|0,-18,32
2654,-1564,-875|375,-225,-125|-26,14,12
-1683,2693,44|-244,384,4|19,-27,3
319,1024,-3061|48,145,-438|-3,-3,30
37,591,2588|2,87,368|-7,-5,-25
2948,-255,-312|420,-39,-43|-27,1,-2
669,-3210,-843|95,-456,-118|-7,32,9
-2679,-1175,570|-381,-166,81|26,5,0
-262,-2313,-2190|-33,-336,-313|2,21,22
-463,2377,1405|-67,343,200|2,-23,-14
-565,346,-3384|-82,50,-483|9,-5,30
2690,-957,-1541|384,-136,-219|-25,13,12
-1562,-1725,-1170|-223,-248,-171|16,12,9
-671,1922,-2094|-90,271,-298|4,-25,19
601,-782,-2192|88,-109,-319|-9,11,25
2089,213,2124|301,28,299|-22,-5,-19
2071,-1475,-1553|296,-211,-222|-18,19,14
-1118,-2581,385|-158,-365,58|13,28,-3
-2703,1488,-1211|-385,211,-170|30,-14,12
1254,-2771,-1270|183,-392,-179|-12,27,11
1645,-37,2489|235,-10,359|-18,0,-24
1244,-1510,2257|176,-216,322|-10,17,-24
670,-2299,-1847|94,-324,-265|-3,24,14
-2186,1337,-464|-312,190,-66|26,-13,-1
-2376,518,1603|-337,78,232|23,-5,-16
-1732,-1782,-719|-245,-253,-101|14,15,8
-724,1296,2446|-104,179,350|2,-12,-29
-106,-734,3156|-12,-104,449|1,9,-29
-234,-483,2732|-33,-69,386|2,4,-27
-2392,627,-946|-339,88,-138|24,-5,17
-897,-2959,-28|-131,-423,-2|5,27,0
-2450,669,1113|-350,92,155|24,-9,-9
3115,-194,-2220|445,-34,-321|-34,3,25
-2648,-173,2094|-379,-25,301|28,5,-22
-2165,-2445,-1136|-312,-345,-159|21,27,11
-135,2066,-2142|-16,301,-309|-2,-15,21
-2238,849,1298|-316,121,185|21,-4,-12
1816,1490,1927|258,210,276|-16,-9,-19
-369,1776,2283|-53,252,327|-3,-20,-22
966,-109,3164|136,-15,450|-4,1,-32
-1343,2610,857|-196,373,122|18,-28,-8
2278,433,1258|323,65,176|-19,-1,-9
-12,-1176,-2612|5,-164,-370|7,11,27
-1832,466,-2493|-258,69,-359|19,-2,26
-467,-1328,-2855|-69,-189,-407|4,13,29
2212,1669,1865|312,240,269|-21,-18,-21
2524,226,-1722|360,25,-246|-25,-1,17
-2231,1435,41|-320,201,7|24,-8,-3
1438,1133,2111|205,161,302|-17,-11,-20
-790,-2028,-1901|-108,-286,-273|7,21,22
-2086,1223,-1266|-298,177,-184|22,-14,13
2143,1649,-73|311,234,-13|-21,-16,-8
-1352,95,-2543|-192,13,-364|20,0,25
144,2836,649|26,404,88|-4,-28,-6
-2315,-381,-2313|-332,-54,-331|23,0,18
2488,194,-1630|355,27,-236|-26,4,16
-224,2463,818|-33,350,116|2,-25,-11
-2147,-591,-1463|-306,-87,-206|17,2,14
1819,1038,3201|260,146,457|-18,-6,-29
1846,2232,-565|265,318,-74|-14,-22,4
-1274,1967,-1751|-189,279,-247|12,-23,23
-2829,1586,554|-403,221,76|26,-18,-5
-691,2884,1024|-97,414,148|9,-30,-9
40,-3158,579|4,-451,79|-2,31,-3
14,-590,2904|2,-89,410|2,3,-28
-1640,288,2031|-229,39,292|20,0,-20
-2111,-22,822|-303,0,120|21,-3,-7
1175,2311,-311|169,330,-46|-11,-20,2
563,2848,-398|80,405,-55|-9,-32,3
2943,319,-1074|420,44,-153|-30,-4,10
3207,-36,58|452,0,9|-32,-3,-1
-719,-2708,536|-100,-387,76|1,27,-4
1340,-873,2808|192,-120,405|-7,8,-26
-708,-889,2518|-96,-122,361|5,6,-25
2505,983,-1358|357,140,-197|-30,-2,10
406,831,-3220|56,120,-456|-4,-6,34
899,2683,-376|128,383,-53|-8,-25,2
1301,-1757,2505|184,-247,357|-19,17,-29
-647,2496,-913|-92,358,-128|7,-16,5
-1699,1246,-1636|-241,178,-233|18,-13,16
1951,1901,-1288|274,271,-184|-20,-20,14
2011,-1065,1073|292,-151,157|-20,14,-10
-1761,-872,-1502|-252,-124,-213|13,4,18
92,-382,-3013|14,-52,-432|3,4,31
-482,-643,2587|-66,-91,366|5,6,-31
-1939,-1497,-528|-276,-211,-71|19,13,3
-2123,-1949,-323|-306,-275,-46|21,15,1
-3073,48,665|-440,11,95|35,2,-6
352,-1263,2998|52,-183,424|2,9,-32
-1191,1016,-2178|-173,145,-314|15,-10,21
-2760,-942,290|-395,-132,45|26,13,0
2734,-2213,976|391,-316,142|-25,19,-12
2131,-456,1805|304,-65,257|-18,2,-20
1480,-150,-2818|215,-20,-405|-13,3,34
-2797,826,-579|-399,121,-84|30,-7,8
-193,-2709,-1780|-28,-387,-250|1,25,17
-535,-1328,-2812|-76,-187,-406|6,14,28
65,2411,-424|10,344,-60|-1,-28,-2
1262,2389,1652|179,338,229|-14,-25,-15
-1429,1644,-2031|-203,231,-290|16,-16,21
776,2700,1814|110,383,259|-7,-28,-19
2561,942,1239|367,134,176|-26,-7,-12
1084,1811,2581|154,257,374|-8,-16,-24
1918,432,-2140|270,62,-301|-23,-6,18
566,1897,2782|79,278,395|-6,-17,-27
114,-1391,2554|14,-201,363|-1,14,-23
-2574,715,-1392|-368,100,-200|25,-4,8
1987,2009,1905|283,286,272|-17,-18,-19
1688,1514,2008|240,220,284|-12,-16,-22
-2447,314,-1691|-347,49,-245|24,-2,17
1217,2601,208|167,372,29|-8,-25,-1
2370,1327,-463|340,188,-66|-25,-10,6
1504,2376,470|210,341,72|-15,-24,0
2009,523,2049|283,80,294|-15,-7,-21
-2209,1407,42|-319,200,6|20,-12,0
2353,-1161,1410|332,-165,200|-20,10,-18
-3005,1094,34|-429,156,9|29,-11,2
-1801,-1231,1264|-264,-175,179|21,12,-13
-1481,2122,1247|-212,303,180|14,-16,-12
1946,-357,1631|277,-53,229|-19,5,-16
2078,1588,630|294,226,82|-20,-12,-6
-396,-2512,-590|-55,-358,-91|3,25,5
2238,1678,1694|321,243,240|-23,-22,-14
-2286,33,829|-329,5,120|17,4,-7
-2947,-396,1406|-418,-55,197|29,7,-20
-2487,-1672,-1318|-355,-236,-184|25,12,8
-2568,-938,-467|-370,-132,-65|25,5,2
-2485,-2140,-714|-356,-303,-105|24,26,7
-63,449,-3279|-6,64,-463|-3,-7,32
2411,-29,-1776|345,-4,-258|-25,0,22
2642,-810,1162|380,-114,165|-24,9,-8
2936,-408,563|417,-64,79|-26,6,-4
-1523,322,2370|-214,46,341|17,-1,-23
336,2015,-1579|45,288,-225|-5,-22,14
2712,781,1259|387,106,181|-29,-7,-12
2073,-499,-1642|297,-71,-231|-20,3,10
-1456,-2625,1183|-207,-375,176|17,26,-13
-2704,1271,-1601|-385,181,-225|26,-17,16
-838,-2449,1045|-116,-350,149|5,24,-10
284,-1816,-2676|43,-261,-382|-2,21,26
-2626,-1010,-880|-374,-143,-119|27,10,8
7,-3124,27|0,-446,2|0,31,4
3255,-402,-164|468,-58,-27|-32,1,-1
-1460,1973,-1848|-209,280,-266|8,-26,16
1204,-553,-2977|168,-79,-423|-14,6,29
-2512,-668,1766|-362,-92,250|25,9,-16
1009,-2893,-2091|146,-416,-296|-12,31,27
42,3281,555|6,470,79|4,-28,-3
-2671,-1394,-56|-382,-201,-6|21,16,-1
1626,2006,-135|233,285,-14|-16,-14,3
